condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
raptor_2l,When did Levi's Stadium open?,2014, The $1.2 billion stadium opened in 2014.,0.4904,True,8.05,1252.267,1260.317,,squad,mistral,8.01,175.354
hcpc_v2,When was the last Super Bowl in California?,2003," The last Super Bowl in California was Super Bowl XXXVII, which took place in 2003.",0.6025,False,33.95,1522.777,1556.727,,squad,mistral,8.01,175.354
crag,When was the last Super Bowl in California?,2003," The last Super Bowl in California was Super Bowl XXXVII, which took place in 2003.",0.6025,False,49.858,1376.888,1426.746,,squad,mistral,8.01,175.354
raptor_2l,When was the last Super Bowl in California?,2003," The last Super Bowl in California before Super Bowl 50 was Super Bowl XXXVII, which took place in San Diego in 2003.",0.6093,False,7.709,2153.832,2161.541,,squad,mistral,8.01,175.354
hcpc_v2,Where was the meeting held when the NFL owners voted on the location for Super Bowl 50?,Boston," The provided context does not specify the exact location where the NFL owners met to vote on the location for Super Bowl 50. However, it is mentioned that the awarding of the game took place at the spring meetings in Boston.",0.8166,False,34.05,2370.957,2405.006,,squad,mistral,8.01,175.354
crag,Where was the meeting held when the NFL owners voted on the location for Super Bowl 50?,Boston," The provided context does not specify the exact location where the NFL owners met to vote on the location for Super Bowl 50. However, it is mentioned that the game was awarded to Levi's Stadium in Santa Clara, California, so it can be inferred that the meeting might have taken place in or around the San Francisco Bay Area.",0.7479,False,47.681,2989.513,3037.193,,squad,mistral,8.01,175.354
raptor_2l,Where was the meeting held when the NFL owners voted on the location for Super Bowl 50?,Boston," The provided context does not specify where the NFL owners met when they voted on the location for Super Bowl 50. It only mentions that the game was awarded to Levi's Stadium in Boston during their spring meetings, but it doesn't state where those meetings took place.",0.7217,False,8.699,2976.918,2985.616,,squad,mistral,8.01,175.354
hcpc_v2,When was Levi's Stadium picked for Super bowl 50?,"May 21, 2013"," The context does not provide specific information about when Levi's Stadium was picked for Super Bowl 50. However, it was awarded the game at the NFL owners' spring meetings in Boston on May 21, 2013, as mentioned in the provided context. Super Bowl 50 was played on February 7, 2016, so Levi's Stadium was chosen for the event between these two dates.",0.6587,False,35.058,4338.112,4373.169,,squad,mistral,8.01,175.354
crag,When was Levi's Stadium picked for Super bowl 50?,"May 21, 2013"," The context does not provide a specific date when Levi's Stadium was picked for Super Bowl 50. However, it was awarded the game at the NFL owners' spring meetings in Boston on May 21, 2013, as mentioned in the first paragraph of the provided context.",0.6893,False,46.891,2952.115,2999.006,,squad,mistral,8.01,175.354
raptor_2l,When was Levi's Stadium picked for Super bowl 50?,"May 21, 2013"," The context does not specify the exact date when Levi's Stadium was picked for Super Bowl 50, but it was awarded the game at NFL owners' spring meetings in Boston on May 21, 2013. However, the game was played on February 7, 2016.",0.7159,False,7.431,3609.217,3616.648,,squad,mistral,8.01,175.354
hcpc_v2,When did Levi's Stadium open?,2014.," The context does not provide the exact date when Levi's Stadium opened, but it states that the stadium opened in 2014.",0.4571,True,53.788,1503.39,1557.178,,squad,mistral,8.01,175.354
crag,When did Levi's Stadium open?,2014., The $1.2 billion stadium opened in 2014.,0.4904,True,27.02,699.732,726.752,,squad,mistral,8.01,175.354
raptor_2l,When did Levi's Stadium open?,2014., The $1.2 billion stadium opened in 2014.,0.4904,True,8.167,1271.137,1279.304,,squad,mistral,8.01,175.354
hcpc_v2,How much did Levi's Stadium cost?,$1.2 billion," The context does not specify the exact cost of Levi's Stadium construction, but it mentions that the stadium opened in 2014 with a total cost of $1.2 billion.",0.3412,True,58.349,2019.302,2077.651,,squad,mistral,8.01,175.354
crag,How much did Levi's Stadium cost?,$1.2 billion, The context states that Levi's Stadium cost $1.2 billion.,0.7924,False,27.995,741.067,769.062,,squad,mistral,8.01,175.354
raptor_2l,How much did Levi's Stadium cost?,$1.2 billion, $1.2 billion,1.0,False,8.151,852.605,860.755,,squad,mistral,8.01,175.354
hcpc_v2,When was the last time California hosted a Super Bowl?,2003., The last time California hosted a Super Bowl was in 2003 (Super Bowl XXXVII).,0.749,False,36.894,1355.976,1392.87,,squad,mistral,8.01,175.354
crag,When was the last time California hosted a Super Bowl?,2003.," The last time California hosted a Super Bowl was in 2003 (Super Bowl XXXVII). However, it's important to note that the context mentions San Diego as the specific location for that game, but the San Francisco Bay Area also hosted a Super Bowl more recently, specifically Super Bowl 50 in 2016 at Levi's Stadium.",0.655,False,48.817,3536.438,3585.256,,squad,mistral,8.01,175.354
raptor_2l,When was the last time California hosted a Super Bowl?,2003.," The last time California hosted a Super Bowl was in 2003, specifically for Super Bowl XXXVII.",0.6088,False,7.558,1772.864,1780.422,,squad,mistral,8.01,175.354
hcpc_v2,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox," I cannot find this information in the provided context. The context only mentions that Gary Kubiak replaced John Elway at the Chicago Bears, but it does not specify who coached each team in their most recent Super Bowl appearance prior to Super Bowl 50.",0.5381,False,56.891,2702.171,2759.062,,squad,mistral,8.01,175.354
crag,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox," I cannot find this information in the provided context. The context only mentions that Bart Starr, Chuck Howley, and Peyton Manning were part of Super Bowl ceremonies, but it does not specify who coached them in their most recent Super Bowl appearances.",0.529,False,31.786,2483.424,2515.209,,squad,mistral,8.01,175.354
raptor_2l,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox, I cannot find this information in the provided context. The context does not specify who coached each team in their most recent Super Bowl appearance before Super Bowl 50 for both the Carolina Panthers and Denver Broncos.,0.6983,False,7.729,2490.637,2498.365,,squad,mistral,8.01,175.354
hcpc_v2,How many NFL teams have finished the regular season with one loss?,ten," Six teams have finished the regular season with only one loss, according to the provided context.",0.4156,True,31.533,1174.513,1206.046,,squad,mistral,8.01,175.354
crag,How many NFL teams have finished the regular season with one loss?,ten," Ten NFL teams have finished the regular season with only one loss, according to the provided context.",0.4201,True,36.984,1011.759,1048.743,,squad,mistral,8.01,175.354
raptor_2l,How many NFL teams have finished the regular season with one loss?,ten, Ten NFL teams have finished the regular season with only one loss.,0.3252,True,8.086,1092.807,1100.893,,squad,mistral,8.01,175.354
hcpc_v2,How many NFL teams have gone 15-1 in one season?,six," Six NFL teams have gone 15-1 in one season, according to the provided context.",0.6324,False,58.206,1323.103,1381.309,,squad,mistral,8.01,175.354
crag,How many NFL teams have gone 15-1 in one season?,six," Six teams have gone 15-1 in one season, according to the provided context.",0.6054,False,40.99,983.915,1024.904,,squad,mistral,8.01,175.354
raptor_2l,How many NFL teams have gone 15-1 in one season?,six," Seven NFL teams have gone 15-1 in one season, according to the provided context.",0.6455,False,7.765,1507.05,1514.815,,squad,mistral,8.01,175.354
hcpc_v2,Which team in Super Bowl 50 had a 15-1 record?,Carolina Panthers," I cannot find this information in the provided context. The context only mentions that the Carolina Panthers finished the regular season with a 15–1 record, but it does not specify whether they were the same team that played in Super Bowl 50.",0.463,True,35.177,2847.996,2883.173,,squad,mistral,8.01,175.354
crag,Which team in Super Bowl 50 had a 15-1 record?,Carolina Panthers," The team that had a 15-1 record was the Carolina Panthers, as mentioned in the first part of the provided context.",0.6934,False,49.146,1522.61,1571.756,,squad,mistral,8.01,175.354
raptor_2l,Which team in Super Bowl 50 had a 15-1 record?,Carolina Panthers, The Carolina Panthers had a 15-1 record.,0.7239,False,8.18,1315.605,1323.784,,squad,mistral,8.01,175.354
hcpc_v2,What was the last Super Bowl the Broncos participated in?,Super Bowl XLVIII, Super Bowl 50,0.6293,False,32.347,492.958,525.305,,squad,mistral,8.01,175.354
crag,What was the last Super Bowl the Broncos participated in?,Super Bowl XLVIII, Super Bowl 50,0.6293,False,47.757,626.422,674.179,,squad,mistral,8.01,175.354
raptor_2l,What was the last Super Bowl the Broncos participated in?,Super Bowl XLVIII, Super Bowl 50,0.6293,False,8.739,914.515,923.253,,squad,mistral,8.01,175.354
hcpc_v2,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox," I cannot find this information in the provided context. The context only discusses coaches for Super Bowl XX (Rivera with the Chicago Bears) and Super Bowl 50, but not Super Bowl XLVIII.",0.6815,False,31.336,2206.592,2237.928,,squad,mistral,8.01,175.354
crag,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox," I cannot find this information in the provided context. The context only discusses coaches for Super Bowl XX (Rivera with the Chicago Bears) and Super Bowl 50, but not Super Bowl XLVIII.",0.6815,False,44.475,1905.606,1950.081,,squad,mistral,8.01,175.354
raptor_2l,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox, I cannot find this information in the provided context as it does not mention any Super Bowl involving the Denver Broncos before Super Bowl 50 (Super Bowl XLIX).,0.6163,False,7.839,1861.408,1869.247,,squad,mistral,8.01,175.354
hcpc_v2,What was the number of times the Denver Broncos played in a Super Bowl by the time they reached Super Bowl 50?,eight, I cannot find this information in the provided context. The context does not mention how many times the Denver Broncos had previously played in a Super Bowl before Super Bowl 50.,0.6068,False,38.3,2097.981,2136.281,,squad,mistral,8.01,175.354
crag,What was the number of times the Denver Broncos played in a Super Bowl by the time they reached Super Bowl 50?,eight, I cannot find this information in the provided context. The context does not mention how many times the Denver Broncos had previously played in a Super Bowl before Super Bowl 50.,0.6068,False,53.262,1842.964,1896.227,,squad,mistral,8.01,175.354
raptor_2l,What was the number of times the Denver Broncos played in a Super Bowl by the time they reached Super Bowl 50?,eight, The Denver Broncos had played in 8 Super Bowls by the time they reached Super Bowl 50.,0.4845,True,8.234,1706.027,1714.26,,squad,mistral,8.01,175.354
hcpc_v2,How many NFL teams have had only one loss by the end of a regular season?,ten, The context mentions that the Carolina Panthers became one of only ten teams to have completed a regular season with only one loss.,0.3651,True,60.41,1613.618,1674.028,,squad,mistral,8.01,175.354
crag,How many NFL teams have had only one loss by the end of a regular season?,ten," Ten teams, according to the provided context.",0.6836,False,32.104,470.083,502.187,,squad,mistral,8.01,175.354
raptor_2l,How many NFL teams have had only one loss by the end of a regular season?,ten," Ten teams have had only one loss by the end of a regular season, as stated in the context.",0.5292,False,8.448,1431.857,1440.305,,squad,mistral,8.01,175.354
