question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model,seed
What is the AFC short for?,American Football Conference," The provided context does not explicitly state what AFC stands for. However, it can be inferred that AFC refers to the American Football Conference as it is mentioned multiple times in the context.",hcpc_v2,0.5977,False,0.4121,True,0.4753,squad,mistral,43
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",baseline,0.5429,False,0.558,False,-1.0,squad,mistral,43
What was the theme of Super Bowl 50?,"""golden anniversary""", I cannot find this information in the provided context. The context does not mention any specific theme for Super Bowl 50.,hcpc_v1,0.7504,False,0.5742,False,-1.0,squad,mistral,43
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",hcpc_v2,0.5429,False,0.558,False,0.4567,squad,mistral,43
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,baseline,0.982,False,0.3787,False,-1.0,squad,mistral,43
What does AFC stand for?,American Football Conference," The context does not provide the abbreviation for AFC. However, in American football, AFC typically stands for the American Football Conference.",hcpc_v1,0.6497,False,0.4448,False,-1.0,squad,mistral,43
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v2,0.982,False,0.3787,True,0.4753,squad,mistral,43
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,squad,mistral,43
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,squad,mistral,43
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,squad,mistral,43
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,squad,mistral,43
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed, implying they might have been the winning team. However, without explicit confirmation of a victory, I cannot definitively say who won.",hcpc_v1,0.6045,False,0.5921,False,-1.0,squad,mistral,43
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,squad,mistral,43
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6489,False,-1.0,squad,mistral,43
What venue did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that the San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",hcpc_v1,0.5995,False,0.6224,False,-1.0,squad,mistral,43
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.653,True,0.6083,squad,mistral,43
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,squad,mistral,43
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,squad,mistral,43
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,squad,mistral,43
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,baseline,0.5328,False,0.5327,False,-1.0,squad,mistral,43
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context. The context only mentions Arabic numerals being used for Super Bowl 50 and does not provide any information about what it would have been called if Roman numerals were used instead.,hcpc_v1,0.5916,False,0.6741,False,-1.0,squad,mistral,43
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,hcpc_v2,0.5328,False,0.5327,True,0.5184,squad,mistral,43
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.6341,False,-1.0,squad,mistral,43
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6279,False,-1.0,squad,mistral,43
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.6644,False,0.6341,False,0.4842,squad,mistral,43
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which was held in 2016.",baseline,0.795,False,0.6795,False,-1.0,squad,mistral,43
